symbol,company,market_cap,policy_date,tier_kind,tier_name,associates,question,answer,mechanism,clause,definition,section,reasoning
ANZ,ANZ Group Holdings Limited,112614448954,2026-08-05,senior,"ANZ Restricted Persons (including ANZ Directors, ExCo Members and Key Management Personnel)",covered,encumber,never_permitted,express,not use ANZ Securities in connection with a margin loan or similar financing arrangements that may be subject to a margin call or loan to value ratio,,3.5,"The prohibition reaches a margin loan or similar financing arrangement subject to a margin call or loan-to-value ratio, which covers pledging vested shares as collateral for financing of that kind, and it is an outright ban rather than a clearance requirement."
ANZ,ANZ Group Holdings Limited,112614448954,2026-08-05,senior,"ANZ Restricted Persons (including ANZ Directors, ExCo Members and Key Management Personnel)",covered,borrow_against_stock,never_permitted,express,not use ANZ Securities in connection with a margin loan or similar financing arrangements that may be subject to a margin call or loan to value ratio,,3.5,"ANZ Restricted Persons and their Associates are expressly banned from using ANZ Securities in connection with a margin loan or similar financing arrangement subject to a margin call or loan-to-value ratio, which is precisely a margin loan secured on vested shares."
ANZ,ANZ Group Holdings Limited,112614448954,2026-08-05,senior,"ANZ Restricted Persons (including ANZ Directors, ExCo Members and Key Management Personnel)",covered,borrow_against_derivative,unclear,via_definition,not use ANZ Securities in connection with a margin loan or similar financing arrangements that may be subject to a margin call or loan to value ratio,"an option, derivative, future or warrant relating to any security or financial product referred to above and, where the context requires, includes an ANZ Right.",3.5,"ANZ Security is defined broadly enough to include a derivative relating to ANZ shares, so it is unclear whether the ban on using ANZ Securities in connection with a margin loan or similar financing arrangement extends to a loan secured on a collar or put rather than on the shares themselves, or whether it is confined to the shares as collateral."
ANZ,ANZ Group Holdings Limited,112614448954,2026-08-05,senior,"ANZ Restricted Persons (including ANZ Directors, ExCo Members and Key Management Personnel)",covered,stock_loan,permitted_with_pre_approval,via_definition,must obtain Pre-trade Approval prior to Trading in ANZ Securities,any transaction or change affecting title to or interest in ANZ Securities or ANZ Rights,3.1.1,"Stock lending is not named, but Trading is defined to include any transaction or change affecting title to or interest in ANZ Securities, which a title-transfer securities loan is, so an ANZ Restricted Person must obtain Pre-trade Approval before lending vested shares; this is distinct from the express ban on short sales, which addresses borrowing shares to sell short."
ANZ,ANZ Group Holdings Limited,112614448954,2026-08-05,senior,"ANZ Restricted Persons (including ANZ Directors, ExCo Members and Key Management Personnel)",covered,lender_enforcement,permitted_with_pre_approval,express,"Exceptions to this Policy will only be granted in exceptional circumstances. For example, where the ANZ Restricted Person is experiencing severe financial hardship or has an unanticipated significant financial commitment.",,3.8,"Because Restricted Persons are otherwise banned from margin loans and similar secured financing, the only route for a lender's forced sale is the exceptional-circumstances exception process, requiring Line Manager and ANZ Control Room approval, for example where severe financial hardship makes sale unavoidable."
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,cash_hedge,permitted_with_pre_approval,express,"They can however enter into a transaction intended to hedge unrestricted Macquarie securities subject to pre-clearance and other general personal dealing requirements (and, in respect of Key Management Personnel, subject to section 2.4 below).",,2.2.3,Staff may hedge unrestricted (vested) Macquarie securities provided they obtain pre-clearance and meet general dealing requirements.
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,physical_hedge,permitted_with_pre_approval,express,"They can however enter into a transaction intended to hedge unrestricted Macquarie securities subject to pre-clearance and other general personal dealing requirements (and, in respect of Key Management Personnel, subject to section 2.4 below).",,2.2.3,"The clause governs hedging generally without distinguishing settlement method, so a physically settled hedge over unrestricted shares is permitted subject to the same pre-clearance."
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,encumber,not_mentioned_implicitly_permitted,none,,,,"No clause addresses pledging, mortgaging or charging shares by Staff generally, and the dealing concept in section 1.1 does not name encumbrance."
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,borrow_against_stock,explicitly_permitted,express,Macquarie Staff who enter into margin loans or other financing arrangements over Macquarie securities should ensure they have sufficient available cash or other acceptable collateral to meet margin calls including during a period of extreme sudden market downturn.,,2.2.2,"The Policy expressly addresses margin loans and financing arrangements for Staff and imposes only a risk-management expectation, with no approval or notice step."
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,borrow_against_derivative,not_mentioned_implicitly_permitted,none,,,,No clause addresses borrowing secured against a derivative over Macquarie securities rather than the securities themselves.
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,stock_loan,not_mentioned_implicitly_permitted,none,,,,"Securities lending is not named, and the dealing concept (transfers of beneficial ownership and trading) does not clearly sweep in a title-transfer stock loan."
MQG,Macquarie Group Limited,94975532859,2024-01-02,general,Macquarie Staff,covered,lender_enforcement,not_mentioned_implicitly_permitted,none,,,,No clause addresses a lender's enforcement sale for Staff generally; the disclosure trigger in section 2.4 for financier demands applies only to Key Management Personnel.
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,cash_hedge,permitted_with_pre_approval,express,Key Management Personnel and Executive Directors may not enter into a transaction that operates to limit or reduce the economic risk of their shareholding below the minimum personal shareholding requirement.,,2.2.3,"KMP may hedge unrestricted holdings with pre-clearance under the general rule, but may not reduce the economic risk of their shareholding below the minimum personal shareholding requirement, which is the floor on the permission."
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,physical_hedge,permitted_with_pre_approval,express,Key Management Personnel and Executive Directors may not enter into a transaction that operates to limit or reduce the economic risk of their shareholding below the minimum personal shareholding requirement.,,2.2.3,"The economic-risk restriction is settlement-method neutral, so a physically settled hedge is permitted with pre-clearance subject to the same minimum shareholding floor."
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,encumber,permitted_with_notification,express,"KMP must inform the Company Secretary immediately if the following circumstances apply: 
• the member of KMP holds Macquarie securities that have been lent, mortgaged, or charged to a financier",,2.4,"The Policy does not require pre-clearance to encumber shares but requires KMP to notify the Company Secretary immediately once securities have been lent, mortgaged or charged to a financier."
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,borrow_against_stock,permitted_with_notification,express,KMP must annually disclose their financing arrangements relating to their Macquarie securities to Macquarie.,,2.4,"KMP may enter margin loans or other financing arrangements subject to the same risk-management expectation as all Staff, but must disclose them annually, which is a notification rather than an approval requirement."
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,borrow_against_derivative,not_mentioned_implicitly_permitted,none,,,,No clause addresses borrowing secured against a derivative over Macquarie securities rather than the securities themselves.
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,stock_loan,not_mentioned_implicitly_permitted,none,,,,"Section 2.4's reference to securities 'lent... to a financier' addresses collateral arrangements with a financier, not a title-transfer securities loan; no clause addresses that separately."
MQG,Macquarie Group Limited,94975532859,2024-01-02,senior,Key Management Personnel,covered,lender_enforcement,permitted_with_notification,express,"circumstances have arisen in which the financier is entitled or likely to become entitled to exercise a right under the finance arrangements to demand payment  
• the member of KMP expects that the demand will not able to be satisfied without the disposal of securities representing at least 1% of the total number of issued securities of Macquarie.",,2.4,"KMP must notify the Company Secretary immediately once a financier becomes entitled to demand payment and the expected disposal would reach 1% of issued securities, but the Policy neither requires pre-approval nor prohibits the lender's enforcement sale itself."
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,cash_hedge,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,"General directors and employees are bound only by the prohibition on dealing while in possession of inside information; the hedging clearance requirement in Annexure B paragraph 9(e) applies only to Officers (directors and Leadership Team members), so no clause permits or restricts hedging for the wider workforce."
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,physical_hedge,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,"As with a cash-settled hedge, the Annexure B hedging clearance requirement is limited to Officers; general employees are subject only to the inside information prohibition."
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,encumber,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,The Annexure B paragraph 9(d) restriction on creating a security interest applies only to Officers and their Associated Parties; general employees have no clause addressing encumbering their vested shares.
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,borrow_against_stock,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,The margin loan clearance requirement in Annexure B paragraph 9(d) is limited to Officers; general employees are left with only the inside information prohibition.
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,borrow_against_derivative,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,"As with a loan secured directly on the shares, the Annexure B financing restriction reaches only Officers; general employees have no applicable clause."
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,stock_loan,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,"No clause addresses lending securities under a title-transfer arrangement for general directors and employees, whose only constraint is the inside information prohibition."
WES,Wesfarmers Limited,87507592674,2021-04-07,general,Directors and employees of the Wesfarmers Group,covered,lender_enforcement,not_mentioned_implicitly_permitted,none,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities; (b) passing on inside information to others who may deal in securities; and (c) applying to participate in a Wesfarmers share plan while in possession of inside information.,,POLICY,"Blackout Periods and the Annexure B exceptional-circumstances clearance process apply only to Officers and their Associated Parties; general employees are not subject to any blackout period, so a lender's enforcement sale is unaddressed and their only constraint is the inside information prohibition."
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,cash_hedge,permitted_with_pre_approval,express,"hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with.",,Annexure B para 9(e),"Officers (directors and Leadership Team members) may hedge Wesfarmers securities only with approval and clearance from the Company Secretary and by following the paragraph 3 process; the separate Corporations Act restriction in this Annexure only reaches remuneration still subject to disposal restrictions, so it does not affect fully vested, unrestricted shares."
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,physical_hedge,permitted_with_pre_approval,express,"hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with.",,Annexure B para 9(e),"The hedging clearance requirement is settlement-method neutral and so applies equally to a physically settled collar or put over vested, unrestricted shares."
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,encumber,permitted_with_pre_approval,express,"creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities; and (e) hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with.",,Annexure B para 9(d)-(e),Creating a security interest over the shares is expressly listed among the dealings an Officer may only undertake with the Company Secretary's approval and clearance.
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,borrow_against_stock,permitted_with_pre_approval,express,"creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities; and (e) hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with.",,Annexure B para 9(d)-(e),Entering into a margin loan in respect of Wesfarmers securities is expressly named as requiring the Company Secretary's approval and clearance before an Officer may proceed.
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,borrow_against_derivative,permitted_with_pre_approval,via_definition,"creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities; and (e) hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with.","securities includes shares, options, notes, bonds and other debentures, interests in managed investment schemes, trusts and other financial products, and any derivatives of those securities, including equity swaps, contracts for difference, futures, hedges and exchange-traded or over-the-counter options, whether settled by cash or otherwise.",1(c); Annexure B para 9(d),"Paragraph 9(d) reaches a margin loan 'in respect of' Wesfarmers securities rather than only a loan secured directly by the shares, and the Policy's broad definition of securities (including derivatives such as collars and puts) supports reading this as financing in respect of securities generally, so a loan secured on a derivative also needs the same Company Secretary approval and clearance."
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,stock_loan,permitted_with_pre_approval,via_definition,"Without limiting the other provisions of this policy, an Officer must complete the following steps if they, or their Associated Parties, wish to deal in Wesfarmers or BWP Trust securities, including a dealing of the type described in paragraph 9:","transferring legal ownership of securities, even where beneficial ownership does not change;",Annexure B para 3; Definitions 1(a)(v),"A title-transfer securities loan transfers legal ownership of the shares, which the definition of dealing sweeps in; Officers must notify the Company Secretary and await written clearance before undertaking any dealing, including one not listed in paragraph 9."
WES,Wesfarmers Limited,87507592674,2021-04-07,senior,Officer (directors and members of the Wesfarmers Leadership Team),covered,lender_enforcement,permitted_with_pre_approval,via_definition,the Officer has identified another exceptional circumstance where the dealing by an Officer or their Associated Parties of their Wesfarmers securities is the only reasonable option available to resolve the circumstance; or,"selling or otherwise disposing of securities, whether on-market or off-market;",Annexure B para 7(a)(i); Definitions 1(a)(ii),"A forced sale by a secured lender is a disposal of securities and so a 'dealing' during a Blackout Period; the Policy has no automatic exclusion for it, but the Chairman may approve it under the exceptional-circumstances limb of the Blackout Period exception process."
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,cash_hedge,explicitly_permitted,express,"Personnel (other than a director, member of the Global Leadership Group or their Related Parties) may  
hedge against vested CSL Securities that are not subject to a holding lock if the hedge is both initiated in, 
and arranged so that the specified exercise date falls within, an Open Period and when not in possession  
of inside information.",,2.5,"Personnel outside the director/Global Leadership Group tier may hedge vested, unlocked CSL Securities without needing prior approval, provided the hedge is initiated and set to exercise within an Open Period while not in possession of inside information."
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,physical_hedge,explicitly_permitted,express,"Personnel (other than a director, member of the Global Leadership Group or their Related Parties) may  
hedge against vested CSL Securities that are not subject to a holding lock if the hedge is both initiated in, 
and arranged so that the specified exercise date falls within, an Open Period and when not in possession  
of inside information.",,2.5,"The hedging entitlement is settlement-method neutral, so a physically settled hedge is permitted on the same Open Period and no-inside-information conditions, without needing prior approval."
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,encumber,not_mentioned_implicitly_permitted,none,,,,No clause addresses pledging or otherwise encumbering CSL Securities independent of borrowing; only margin lending and secured financing arrangements are addressed.
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,borrow_against_stock,never_permitted,express,"Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.",,2.6,The Policy expressly bans Personnel from obtaining margin loans or any other secured financing arrangement using CSL Securities as security.
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,borrow_against_derivative,never_permitted,via_definition,"Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.","Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.",2.6,"The ban reaches 'any other secured financing arrangements in respect of CSL Securities', which is broad enough to sweep in a loan secured on a derivative over CSL Securities rather than the shares themselves."
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,stock_loan,not_mentioned_implicitly_permitted,none,,,,"No clause addresses lending CSL Securities under a title-transfer securities loan, and dealing is described only in terms of buying, selling, procuring or advising a deal."
CSL,CSL Limited,82521323101,2023-12-15,general,Personnel,covered,lender_enforcement,not_mentioned_implicitly_permitted,none,,,,"No clause addresses a secured lender's enforcement sale; secured financing over CSL Securities is itself prohibited, so the Policy does not contemplate the scenario arising."
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,cash_hedge,never_permitted,express,"Directors, members of the Global Leadership Group and their Related Parties must not enter into hedging 
arrangements in relation to CSL Securities.",,2.5,Directors and Global Leadership Group members are expressly prohibited from entering into any hedging arrangement in relation to CSL Securities.
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,physical_hedge,never_permitted,express,"Directors, members of the Global Leadership Group and their Related Parties must not enter into hedging 
arrangements in relation to CSL Securities.",,2.5,The prohibition on hedging arrangements is settlement-method neutral and so also bans a physically settled hedge.
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,encumber,not_mentioned_implicitly_permitted,none,,,,"No clause addresses pledging or otherwise encumbering CSL Securities independent of borrowing, even for Directors or Global Leadership Group members."
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,borrow_against_stock,never_permitted,express,"Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.",,2.6,"The margin lending prohibition applies to all Personnel, which includes Directors and Global Leadership Group members."
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,borrow_against_derivative,never_permitted,via_definition,"Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.","Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security 
for the loans, or enter into any other secured financing arrangements in respect of CSL Securities.",2.6,The ban on 'any other secured financing arrangements in respect of CSL Securities' applies to all Personnel and is broad enough to sweep in a loan secured on a derivative over CSL Securities.
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,stock_loan,not_mentioned_implicitly_permitted,none,,,,"No clause addresses lending CSL Securities under a title-transfer securities loan, even for Directors or Global Leadership Group members."
CSL,CSL Limited,82521323101,2023-12-15,senior,Directors and members of the Global Leadership Group,covered,lender_enforcement,not_mentioned_implicitly_permitted,none,,,,"No clause addresses a secured lender's enforcement sale; secured financing over CSL Securities is itself prohibited for this tier, so the Policy does not contemplate the scenario arising."
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,cash_hedge,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,"Ordinary Rio Tinto Personnel who are not Restricted Persons or PDMRs are bound only by the Insider Dealing prohibition in section 5.1; no clause permits or restricts hedging for this tier, so the activity is governed only by the general law."
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,physical_hedge,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,The same section 5.1 prohibition is the only rule binding this tier; nothing in the Policy addresses a physically settled hedge for Personnel outside the Restricted Person or PDMR categories.
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,encumber,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,No clause permits or restricts Personnel outside the Restricted Person and PDMR categories from encumbering their vested Rio Tinto Securities; section 5.1's Insider Dealing prohibition is their only constraint.
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,borrow_against_stock,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,The margin lending and secured financing prohibition in section 12.3(d) applies only to PDMRs; ordinary Personnel are left with only the section 5.1 Insider Dealing prohibition.
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,borrow_against_derivative,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,"As with a loan secured directly on the shares, no clause reaches a loan secured on a derivative for Personnel outside the Restricted Person and PDMR categories; only section 5.1 applies to them."
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,stock_loan,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,No clause addresses lending Rio Tinto Securities under a title-transfer arrangement for this tier; section 5.1 remains their only constraint.
RIO,Rio Tinto Limited,66001984052,2020-12-23,general,Rio Tinto Personnel,covered,lender_enforcement,not_mentioned_implicitly_permitted,none,"All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities (on their own account or for the account of another person); (b) advise, procure, recommend, encourage or induce another person to Deal in Rio Tinto Securities; and/or (c) disclose Inside Information to any other person (whether directly or indirectly), if the Rio Tinto Personnel knows or ought reasonably to know that the other person may use the Inside Information to Deal (or advise, procure or encourage someone else to Deal) in Rio Tinto Securities.",,5.1,"Section 10's exclusion for a secured lender's enforcement sale is expressed as available to Restricted Persons; for Personnel outside that category the Policy says nothing, leaving only the section 5.1 Insider Dealing prohibition."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,cash_hedge,never_permitted,express,PDMRs are prohibited from undertaking any of the following Dealings with respect to Rio Tinto Securities: (a) Dealing in derivative products issued over or in respect of Rio Tinto Securities;,,12.3(a),"PDMRs are expressly banned from dealing in derivative products over Rio Tinto Securities, which reaches a cash-settled hedge such as a collar, put or swap regardless of whether the underlying shares are vested and unrestricted."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,physical_hedge,never_permitted,express,PDMRs are prohibited from undertaking any of the following Dealings with respect to Rio Tinto Securities: (a) Dealing in derivative products issued over or in respect of Rio Tinto Securities;,,12.3(a),The same ban on dealing in derivative products is settlement-method neutral and so also prohibits a physically settled hedge such as a collar or put over vested shares.
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,encumber,permitted_with_pre_approval,via_definition,they have obtained prior written clearance to Deal and Dealing is carried out in accordance with sections 14 and 15 of this Policy.,"using as security, or otherwise granting a charge, lien or other encumbrance;",9.1,"PDMRs are Permanent Restricted Persons and so may only Deal in Rio Tinto Securities, including using them as security, with prior written clearance under section 9.1; the Dealing definition's item (c) sweeps encumbering the shares into that clearance requirement."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,borrow_against_stock,never_permitted,express,entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.,,12.3(d),"PDMRs are expressly prohibited from margin lending or any other secure financing arrangement in respect of Rio Tinto Securities, which bans a loan secured against the vested shares."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,borrow_against_derivative,never_permitted,via_definition,entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.,entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.,12.3(d),"The ban reaches 'other secure financing arrangements in respect of Rio Tinto Securities', wording broad enough to cover financing in respect of securities generally rather than only financing secured directly by the shares, so it also bans a loan secured on a derivative over the shares; in any event PDMRs cannot hold such a derivative under section 12.3(a)."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,stock_loan,permitted_with_pre_approval,via_definition,they have obtained prior written clearance to Deal and Dealing is carried out in accordance with sections 14 and 15 of this Policy.,"any other transaction or the exercise of any power or discretion, effecting a change of ownership of beneficial interest;",9.1,"Lending the shares under a title-transfer securities loan changes the ownership of a beneficial interest, which the Dealing definition's item (d) sweeps in as a Dealing; as Permanent Restricted Persons, PDMRs may only do this with prior written clearance under section 9.1."
RIO,Rio Tinto Limited,66001984052,2020-12-23,senior,PDMRs,covered,lender_enforcement,explicitly_permitted,express,a disposal of Rio Tinto Securities that is the result of a secured lender exercising their rights.,,10(f),"Section 10 excludes a secured lender's enforcement sale from the operation of the Policy and states that excluded dealings may be undertaken by Restricted Persons, which includes PDMRs, at any time without prior written clearance, subject only to the Insider Dealing prohibition."
