symbol,company,market_cap,industry,lodged,topic,tier,security_state,venue,answer,mechanism,floor,section,detail,evidence
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,hedging,Macquarie Staff,vested_unrestricted,any,permitted_with_clearance,express,,2.2.3,"Hedging unrestricted Macquarie securities is expressly permitted subject to PTA pre-clearance, business group approval and the general personal dealing requirements (Staff Trading Window, no Inside Information, no short-term trading).","They can however enter into a transaction intended to hedge unrestricted Macquarie securities subject to pre-clearance and other general personal dealing requirements (and, in respect of Key Management Personnel, subject to section 2.4 below)."
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,hedging,Key Management Personnel,vested_unrestricted,any,floor,express,minimum personal shareholding requirement,2.2.3; 2.4,"KMP (and Executive Directors) may hedge unrestricted securities with pre-clearance, but not so as to limit or reduce the economic risk of their shareholding below the minimum personal shareholding requirement; a collar over MSR shares is therefore excluded. Financing disclosures under 2.4 also apply.",Key Management Personnel and Executive Directors may not enter into a transaction that operates to limit or reduce the economic risk of their shareholding below the minimum personal shareholding requirement.
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,hedging,Executive Directors,vested_unrestricted,any,floor,express,minimum personal shareholding requirement,2.2.3,Same MSR floor as KMP: hedging permitted with pre-clearance only over shares in excess of the minimum personal shareholding requirement.,Key Management Personnel and Executive Directors may not enter into a transaction that operates to limit or reduce the economic risk of their shareholding below the minimum personal shareholding requirement.
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,monetisation,Macquarie Staff,vested_unrestricted,any,permitted_with_clearance,via_dealing_definition,,2.2; 2.2.2; 2.2.3; 3.1,"Monetisation is not named. A prepaid forward or funded collar is a structured product providing exposure to MQG shares and a hedge, so it requires pre-clearance in a Staff Trading Window over unrestricted securities only; the financing leg is permitted under 2.2.2/2.4 with collateral-sufficiency and (for KMP) disclosure obligations, and the KMP/Executive Director MSR floor applies.","Macquarie considers dealing to include, without limitation, securities transactions such as transfers of beneficial ownership and trading (either directly or indirectly), including entering into an agreement to trade."
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,short_selling,Macquarie Staff,any,any,prohibited,express,,1.1,Uncovered short selling arrangements in any security including Macquarie securities are prohibited even during an open window; covered short sales are not expressly addressed but would be dealings requiring pre-clearance.,"Macquarie Staff are prohibited from engaging in short-term trading and uncovered short selling arrangements in relation to any security, include a Macquarie security (even if the designated Staff Trading Window is open)."
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,stock_lending,Macquarie Staff,any,any,not_addressed,none,,,Securities lending is not prohibited or named as a dealing; the only reference is the KMP obligation to inform the Company Secretary immediately if Macquarie securities have been lent to a financier.,
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,cfd,Macquarie Staff,any,any,permitted_with_clearance,via_dealing_definition,,1.1; 2.2; 3.1,"CFDs are not named but are structured products providing exposure to MQG shares, so are dealings requiring pre-clearance in a window; a CFD would in practice offend the short-term trading ban and, if short, the uncovered short selling ban, and cannot hedge unvested or restricted securities.",Macquarie Staff are prohibited from engaging in short-term trading and uncovered short selling arrangements in relation to any security
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,margin_lending,Macquarie Staff,any,any,permitted,express,,2.2.2,"Margin loans over Macquarie securities are permitted without pre-clearance for entry, with an expectation of sufficient cash or other acceptable collateral to meet margin calls even in an extreme sudden downturn. Any sale to meet a margin call is a dealing subject to pre-clearance and the window regime.",Macquarie Staff who enter into margin loans or other financing arrangements over Macquarie securities should ensure they have sufficient available cash or other acceptable collateral to meet margin calls including during a period of extreme sudden market downturn.
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,margin_lending,Key Management Personnel,any,any,permitted_with_notification,express,,2.4,"KMP may take margin loans but must disclose financing arrangements annually, inform the Company Secretary immediately when securities are lent, mortgaged or charged to a financier, when the financier is or is likely to become entitled to demand payment, and when a demand cannot be met without disposing of at least 1% of issued securities; liquidating to meet a margin call requires PTA pre-clearance.",Liquidating a position to satisfy a margin call requires pre-clearance against Macquarie's PTA system. KMP must annually disclose their financing arrangements relating to their Macquarie securities to Macquarie.
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,encumbrance,Macquarie Staff,any,any,permitted,implied,,2.2.2; 1.1,Granting security over Macquarie securities is not a listed dealing and is implicitly permitted because financing arrangements over Macquarie securities are contemplated. A transfer of beneficial ownership to a lender would be a dealing requiring pre-clearance.,Macquarie Staff who enter into margin loans or other financing arrangements over Macquarie securities
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,encumbrance,Key Management Personnel,any,any,permitted_with_notification,express,,2.4,"KMP must inform the Company Secretary immediately when they hold Macquarie securities that have been lent, mortgaged or charged to a financier.","the member of KMP holds Macquarie securities that have been lent, mortgaged, or charged to a financier"
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,secured_financing,Macquarie Staff,any,any,permitted,express,,2.2.2,"Financing arrangements over Macquarie securities generally (not only margin loans) are permitted, subject to the collateral-sufficiency expectation. The policy is silent on using unvested or locked securities as collateral.",Macquarie Staff who enter into margin loans or other financing arrangements over Macquarie securities should ensure they have sufficient available cash or other acceptable collateral to meet margin calls
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,secured_financing,Key Management Personnel,any,any,permitted_with_notification,express,,2.4,Permitted with annual disclosure to Macquarie and immediate Company Secretary notification at inception of any charge and on margin-demand events; pre-clearance needed before liquidating to meet a call.,Key Management Personnel (KMP) who enter into margin loans or other financing arrangements over Macquarie securities should ensure they have sufficient available cash or other acceptable collateral to meet margin calls
MQG,MACQUARIE GROUP LIMITED,94975532859,Financial Services,2024-01-02,short_term,Macquarie Staff,any,any,prohibited,express,,1.1,Short-term trading in any security including Macquarie securities is prohibited even in an open window; no period is defined.,"Macquarie Staff are prohibited from engaging in short-term trading and uncovered short selling arrangements in relation to any security, include a Macquarie security (even if the designated Staff Trading Window is open)."
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,derivatives,Officers,any,any,permitted_with_clearance,via_dealing_definition,,"Annexure A 1(a), 1(c); Annexure B 3","Derivative trading is not named as a restricted activity, but 'securities' expressly includes equity swaps, CFDs, futures, hedges and exchange-traded or over-the-counter options, and dealing includes creating a hedge or other financial interest over or in relation to securities. An OTC put or call with a bank is therefore a dealing requiring the full Annexure B 3 clearance process and is barred in Blackout Periods. For an off-market dealing the dealing occurs at settlement, which must fall within two clear trading days of clearance.","securities includes shares, options, notes, bonds and other debentures, interests in managed investment schemes, trusts and other financial products, and any derivatives of those securities, including equity swaps, contracts for difference, futures, hedges and exchange-traded or over-the-counter options, whether settled by cash or otherwise."
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,derivatives,All directors and employees,any,any,permitted,via_dealing_definition,,"Policy; Annexure A 1(a), 1(c)",Employees who are not Officers may deal in derivatives over Wesfarmers securities subject only to not holding inside information and any Project Restrictions; no clearance or blackout applies.,All directors and employees of the Wesfarmers Group are prohibited from: (a) dealing in any securities where the person dealing in the securities has inside information in relation to those securities
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,hedging,Officers,unvested,any,prohibited,express,,Annexure B 9,"The policy restates the Corporations Act prohibition on KMP and their closely related parties limiting exposure to risk relating to remuneration that remains subject to restrictions on disposal, and states that clearance cannot be obtained for such dealings. Applies to Officers who are KMP.",Clearance cannot be obtained from the Wesfarmers Company Secretary under paragraph 3 of this Annexure B for dealings which are restricted by the Corporations Act.
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,hedging,Officers,vested_locked,any,prohibited,express,,Annexure B 9,"The Corporations Act restriction as restated applies to any element of remuneration that 'remains subject to restrictions on disposal', which captures vested shares still under a holding lock or disposal restriction under a share plan. No clearance is available.",from entering into an arrangement (with anyone) if the arrangement would have the effect of limiting the exposure of that director or senior executive to risk relating to an element of that director or senior executive's remuneration that remains subject to restrictions on disposal.
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,hedging,Officers,vested_unrestricted,any,permitted_with_clearance,express,,Annexure B 9(e),Hedging Wesfarmers or BWP Trust securities is prohibited for Officers and Associated Parties unless approval is sought and clearance obtained from the Company Secretary and all Annexure B 3 steps are complied with. Clearance is discretionary and will not be given where the 'front page' test is failed.,"Each Officer and their Associated Parties are prohibited from engaging in the following dealings: ... (e) hedging Wesfarmers or BWP Trust securities, unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary, and all steps outlined in paragraph 3 of this Annexure B have been complied with."
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,hedging,All directors and employees,any,any,permitted,via_dealing_definition,,Policy; Annexure A 1(a)(iv),"Creating a hedge is a dealing, but for non-Officer employees the only constraints are the insider trading prohibition, Project Restrictions and share plan rules. Non-KMP employees are outside the Corporations Act hedging restriction restated in Annexure B 9.","creating a hedge, security interest, margin loan or other financial interest over or in relation to securities"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,monetisation,Officers,any,any,permitted_with_clearance,via_dealing_definition,,"Annexure A 1(a); Annexure B 3, 9(d)","Monetisation structures are not named. A prepaid forward, funded collar or similar is a dealing (agreeing to sell; creating a financial interest over securities) requiring clearance, and any secured or financial interest component falls within the express Annexure B 9(d) clearance requirement.","any other transfer or creation of an interest in securities, whether directly, or by arranging for someone else to undertake the dealing on your behalf; and (vii) agreeing or applying to do any of the above."
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,short_selling,Officers,any,any,permitted_with_clearance,express,,Annexure B 9(c),Short selling by Officers and Associated Parties is prohibited unless approval is sought and clearance obtained from the Company Secretary; it is not an absolute ban.,(c) entering into instruments or transactions to borrow and sell Wesfarmers or BWP Trust securities with the intention of buying Wesfarmers or BWP Trust securities back at a later date (short selling)
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,short_selling,All directors and employees,any,any,not_addressed,none,,,The short selling restriction is confined to Annexure B (Officers); the general policy is silent for other employees.,
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,stock_lending,Officers,any,any,permitted_with_clearance,via_dealing_definition,,Annexure A 1(a)(v); Annexure B 3,"Lending securities is not named. Transferring legal ownership even where beneficial ownership does not change is a dealing, so lending shares to a bank (or delivering them to a custodian) requires Officer clearance. Borrowing to sell is caught as short selling under Annexure B 9(c).","transferring legal ownership of securities, even where beneficial ownership does not change"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,cfd,Officers,any,any,permitted_with_clearance,via_dealing_definition,,"Annexure A 1(c); Annexure B 3, 9","Contracts for difference are named in the definition of securities, so dealing in a CFD over Wesfarmers securities requires clearance; a short CFD would also fall within the short selling and short-term dealing restrictions of Annexure B 9.","any derivatives of those securities, including equity swaps, contracts for difference, futures, hedges"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,margin_lending,Officers,any,any,permitted_with_clearance,express,,Annexure B 9(d),Entering into a margin loan in respect of Wesfarmers or BWP Trust securities is prohibited for Officers and Associated Parties unless clearance is obtained from the Company Secretary and the Annexure B 3 process is followed. Entering into a margin loan is also a dealing under Annexure A 1(a)(iv).,"(d) creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,margin_lending,All directors and employees,any,any,permitted,via_dealing_definition,,Policy; Annexure A 1(a)(iv),For non-Officer employees a margin loan is a dealing subject only to the insider trading prohibition and any Project Restrictions.,"creating a hedge, security interest, margin loan or other financial interest over or in relation to securities"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,encumbrance,Officers,any,any,permitted_with_clearance,express,,Annexure B 9(d),"Creating a security interest over Wesfarmers or BWP Trust securities, in any context, requires Company Secretary clearance for Officers and Associated Parties. Creating a security interest is also itself a dealing, so it attracts Blackout Periods and, for off-market dealings, the settle-within-two-trading-days rule.","(d) creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,encumbrance,All directors and employees,any,any,permitted,via_dealing_definition,,Policy; Annexure A 1(a)(iv),Creating a security interest is a dealing; for non-Officer employees it is restricted only by the insider trading prohibition and Project Restrictions.,"creating a hedge, security interest, margin loan or other financial interest over or in relation to securities"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,secured_financing,Officers,any,any,permitted_with_clearance,express,,Annexure B 9(d),"Any financing secured on Wesfarmers securities (security interest, other financial interest or margin loan) is a clearance-gated dealing for Officers, not an outright prohibition. There is no security-state carve-out in the policy, but share plan rules must be complied with for plan shares.","creating a security interest or other financial interest, or entering into a margin loan in respect of, Wesfarmers or BWP Trust securities ... unless approval has been sought and clearance obtained from the Wesfarmers Company Secretary"
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,short_term,Officers,any,any,permitted_with_clearance,express,,"Annexure B 9(a), 9(b)","Acquiring with the intention of disposing within less than three months, or disposing with the intention of buying back within less than three months, is prohibited for Officers and Associated Parties unless clearance is obtained. Disposals within a short period after vesting or issuance under a share plan are carved out.",(a) acquiring Wesfarmers or BWP Trust securities with the intention of disposing of some or all of those securities within a period of less than three months from the date of acquisition (this does not include disposals of Wesfarmers securities within a short period of time after vesting or issuance of those securities under a share plan)
WES,WESFARMERS LIMITED,87507592674,Consumer Discretionary Distribution & Retail,2021-04-07,short_term,All directors and employees,any,any,not_addressed,none,,,No short-term dealing restriction applies outside Annexure B.,
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,derivatives,Directors and members of the Global Leadership Group,any,any,prohibited,via_hedging_definition,,2.5,"There is no definition of dealing or of CSL Securities in the lodged document and derivatives are not named. Any derivative that limits the economic risk of holding CSL Securities (a purchased put, a collar, a swap) is a hedging arrangement and absolutely prohibited for directors, Global Leadership Group members and their Related Parties. Non-hedging derivatives are not addressed.",Hedging is a form of dealing and includes entering into transactions in financial products that operate to limit the economic risk associated with holding CSL Securities.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,derivatives,Personnel,any,any,not_addressed,none,,,"Derivatives are not named and there is no dealing or securities definition in the lodged document. Risk-limiting derivatives over CSL Securities are governed by the hedging rules in 2.5; other derivatives are not addressed beyond the general insider trading, Closed Period and (for Restricted Persons) approval requirements that apply to any dealing in CSL Securities.",
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,hedging,Directors and members of the Global Leadership Group,any,any,prohibited,express,,2.5,"Absolute ban on hedging arrangements in relation to CSL Securities for directors, Global Leadership Group members and their Related Parties, with no distinction between plan and non-plan shares or between vested and unvested holdings, and no approval route.","Directors, members of the Global Leadership Group and their Related Parties must not enter into hedging arrangements in relation to CSL Securities."
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,hedging,Personnel,unvested,any,prohibited,express,,2.5,"No Personnel may hedge CSL Equity Plan entitlements before vesting, and must seek to ensure Related Parties do not.",Personnel who have entitlements to CSL Securities under a CSL Equity Plan must not (and must seek to ensure their Related Parties do not) hedge against those entitlements prior to the vesting of those entitlements or while they are subject to a holding lock.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,hedging,Personnel,vested_locked,any,prohibited,express,,2.5,Vested Equity Plan securities that remain subject to a holding lock may not be hedged by any Personnel.,must not ... hedge against those entitlements prior to the vesting of those entitlements or while they are subject to a holding lock.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,hedging,Personnel,vested_unrestricted,any,permitted,express,,2.5,"Personnel other than directors, Global Leadership Group members and their Related Parties may hedge vested, unlocked CSL Securities if the hedge is initiated in an Open Period, is arranged so that its specified exercise date falls within an Open Period, and they hold no inside information. If the Disclosure Committee later declares or extends a Closed Period over the exercise date, prior approval to exercise may be requested under 3.1.","Personnel (other than a director, member of the Global Leadership Group or their Related Parties) may hedge against vested CSL Securities that are not subject to a holding lock if the hedge is both initiated in, and arranged so that the specified exercise date falls within, an Open Period and when not in possession of inside information."
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,hedging,Restricted Persons,vested_unrestricted,any,permitted_with_clearance,express,,"2.2, 2.5, 3.1","A Restricted Person who is not a director or Global Leadership Group member may hedge vested, unlocked securities on the 2.5 conditions but, as hedging is a form of dealing, must first obtain approval under 3.1 and deal within three ASX trading days.",Restricted Persons and their Related Parties may only deal in CSL Securities during Open Periods if prior approval is sought and granted in accordance with the procedure set out in section 3.1 Seeking Prior Approval and they are not in possession of inside information.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,monetisation,all,any,any,prohibited,implied,,"2.5, 2.6","Monetisation is not named. A prepaid forward, funded collar or similar limits the economic risk of holding CSL Securities and so is a hedging arrangement (banned for directors and GLG; window-conditioned for others), and any structure secured on CSL Securities is a secured financing arrangement banned for all Personnel under 2.6.","Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security for the loans, or enter into any other secured financing arrangements in respect of CSL Securities."
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,short_selling,all,any,any,prohibited,express,,2.3,"Outright ban on short selling CSL Securities for all Personnel, defined as selling financial products not owned with a view to repurchasing later at a lower price.",Personnel are not permitted to engage in any short selling of CSL Securities.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,stock_lending,all,any,any,not_addressed,none,,,Securities lending is not named and there is no dealing definition in the lodged document.,
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,cfd,all,any,any,not_addressed,none,,,"CFDs are not named. A CFD used to limit the economic risk of holding CSL Securities would be a hedging arrangement under 2.5, and a short CFD closed within three months could offend the short-term dealing ban, but the policy does not address CFDs directly.",
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,margin_lending,all,any,any,prohibited,express,,2.6,"Margin loans using CSL Securities as security, solely or within a portfolio, are banned for all Personnel with no approval route.",Personnel must not obtain margin loans using CSL Securities (either solely or as part of a portfolio) as security for the loans
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,encumbrance,all,any,any,prohibited,express,,2.6,Granting security over CSL Securities to support any financing is a secured financing arrangement and banned. A charge or lien unconnected with financing is not addressed.,or enter into any other secured financing arrangements in respect of CSL Securities.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,secured_financing,all,any,any,prohibited,express,,2.6,"Blanket ban on any secured financing in respect of CSL Securities for all Personnel, not limited to margin loans, with no tier, vesting-state or approval carve-out. The Exceptional Circumstances process cannot override it because dealings permitted under 2.7 must comply with the other sections of the Policy.",or enter into any other secured financing arrangements in respect of CSL Securities.
CSL,CSL LIMITED,82521323101,"Pharmaceuticals, Biotechnology & Life Sciences",2023-12-15,short_term,all,any,any,prohibited,express,,"2.4, 2.7","Buying and selling CSL Securities within a three-month period is banned unless Exceptional Circumstances apply (severe financial hardship, court order or other exceptional circumstance) and prior approval is granted under 3.1.","Personnel must not buy and sell CSL Securities on a short-term basis (that is, within a three-month period) except in Exceptional Circumstances (see section 2.7 Exceptional circumstances) and provided prior approval is sought and granted"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,derivatives,PDMRs,any,any,prohibited,express,,12.3(a),"Absolute ban on PDMRs Dealing in derivative products issued over or in respect of Rio Tinto Securities, with no venue, vesting-state or approval carve-out. This captures both the purchased put and the written call of a collar.",PDMRs are prohibited from undertaking any of the following Dealings with respect to Rio Tinto Securities: (a) Dealing in derivative products issued over or in respect of Rio Tinto Securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,derivatives,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal, Securities)","For Permanent Restricted Persons who are not PDMRs, a derivative is not named as restricted but any transaction whose economic outcome depends on the price of a Rio Tinto Security is a Dealing, and Securities includes unquoted financial instruments linked to Rio Tinto Securities, so an OTC option requires prior written clearance via the Dealing Rules portal and must be executed within the clearance period.","entering into a transaction the economic outcome of which is dependent upon the price of a Rio Tinto Security, including but not limited to a transaction which has the effect of limiting the economic risk of holding a Rio Tinto Security"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,derivatives,Rio Tinto Personnel,any,any,permitted,via_dealing_definition,,"5.1, 16 (Deal)",Personnel who are not Restricted Persons or PDMRs may Deal in derivatives subject only to the Insider Dealing prohibition.,All Rio Tinto Personnel who have access to Inside Information about the Rio Tinto Group must not: (a) Deal in Rio Tinto Securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,hedging,Permanent Restricted Persons,unvested,any,prohibited,express,,11.1,"Permanent Restricted Persons (which includes all PDMRs) must not enter arrangements limiting the economic risk of unvested employee share plan shares, options or other securities.","Rio Tinto prohibits Permanent Restricted Persons, from entering into arrangements which have the effect of limiting the economic risk related to an unvested share, option or other Rio Tinto Security granted or awarded under a Rio Tinto employee share plan"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,hedging,Permanent Restricted Persons,vested_locked,any,prohibited,express,,11.1,"The hedging ban extends to vested plan securities, including shares acquired under a plan, that remain subject to disposal restrictions.","(or a vested share, option or other Rio Tinto Security granted, awarded or acquired under a Rio Tinto employee share plan that is still subject to disposal restrictions)"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,hedging,Permanent Restricted Persons,vested_unrestricted,any,permitted_with_clearance,via_dealing_definition,,"9.1, 11.1, 14, 16 (Deal)","Section 11.1 does not reach vested plan securities free of disposal restrictions or non-plan shares. For non-PDMR Permanent Restricted Persons, hedging those holdings is a Dealing (transaction limiting the economic risk of holding a Rio Tinto Security) requiring prior written clearance. PDMRs cannot use this route because of the derivatives ban.",including but not limited to a transaction which has the effect of limiting the economic risk of holding a Rio Tinto Security
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,hedging,PDMRs,vested_unrestricted,any,prohibited,implied,,12.3(a),"No express hedging ban covers PDMRs' vested unrestricted shares, but any hedge implemented through a derivative product over or in respect of Rio Tinto Securities is prohibited by 12.3(a), leaving no practical hedging route.",(a) Dealing in derivative products issued over or in respect of Rio Tinto Securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,monetisation,PDMRs,any,any,prohibited,implied,,"12.3(a), 12.3(d)","Monetisation is not named. A prepaid forward, funded collar or similar is a derivative product over Rio Tinto Securities and, where secured on the shares, a secured financing arrangement; both are banned for PDMRs.",(d) entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,monetisation,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal)",For non-PDMR Permanent Restricted Persons a monetisation structure is a Dealing under limbs (e) and (h) of the definition and requires prior written clearance.,"(h) entering into any margin lending, derivative contract or other secured financial arrangement pursuant to which a charge is granted over the Rio Tinto Securities."
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,short_selling,PDMRs,any,any,prohibited,express,,12.3(c),Outright ban on PDMRs short selling Rio Tinto Securities.,(c) engaging in the practice of short selling in Rio Tinto Securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,short_selling,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal)",Short selling is not named for non-PDMR Restricted Persons; a short sale is a disposal and so a Dealing requiring prior written clearance.,Dealing in Securities covers a wide range of transactions affecting the title or interest in those securities including: (a) acquisition or disposal
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,stock_lending,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"14, 16 (Deal)","Securities lending is not named. Lending transfers title and so falls within the chapeau of the Dealing definition (transactions affecting the title or interest in securities), requiring prior written clearance for Permanent and Project Restricted Persons; PDMRs are not separately restricted.",Dealing in Securities covers a wide range of transactions affecting the title or interest in those securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,cfd,PDMRs,any,any,prohibited,implied,,12.3(a),CFDs are not named but are derivative products issued over or in respect of Rio Tinto Securities and so fall within the PDMR derivatives ban.,(a) Dealing in derivative products issued over or in respect of Rio Tinto Securities
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,cfd,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal)",A CFD is a transaction whose economic outcome depends on the price of a Rio Tinto Security and so a Dealing requiring prior written clearance for non-PDMR Permanent Restricted Persons.,entering into a transaction the economic outcome of which is dependent upon the price of a Rio Tinto Security
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,margin_lending,PDMRs,any,any,prohibited,express,,12.3(d),Absolute ban on PDMRs entering margin lending arrangements in respect of Rio Tinto Securities.,(d) entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,margin_lending,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 10(f), 14, 16 (Deal)",Entering a margin loan under which a charge is granted over Rio Tinto Securities is a Dealing requiring prior written clearance for non-PDMR Permanent Restricted Persons; a subsequent disposal by the secured lender exercising its rights is excluded from the Policy.,"(h) entering into any margin lending, derivative contract or other secured financial arrangement pursuant to which a charge is granted over the Rio Tinto Securities."
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,encumbrance,PDMRs,any,any,prohibited,express,,"12.3(d), 16 (Deal)","Granting a charge over Rio Tinto Securities to secure financing is a secured financing arrangement banned for PDMRs. A charge, lien or encumbrance unconnected with financing is a Dealing under limb (c) requiring clearance and Closed Period compliance rather than being banned.","(c) using as security, or otherwise granting a charge, lien or other encumbrance"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,encumbrance,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal)","Using Rio Tinto Securities as security or granting any charge, lien or encumbrance is a Dealing requiring prior written clearance.","(c) using as security, or otherwise granting a charge, lien or other encumbrance"
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,secured_financing,PDMRs,any,any,prohibited,express,,12.3(d),Any secured financing arrangement in respect of Rio Tinto Securities is banned for PDMRs with no approval route; the exceptional circumstances clearance in section 15 covers only Closed Period and short-term dealing.,(d) entering into margin lending or other secure financing arrangements in respect of Rio Tinto Securities.
RIO,RIO TINTO LIMITED,66001984052,Materials,2020-12-23,secured_financing,Permanent Restricted Persons,any,any,permitted_with_clearance,via_dealing_definition,,"9.1, 14, 16 (Deal)","For non-PDMR Permanent Restricted Persons a secured financing arrangement under which a charge is granted over Rio Tinto Securities is a Dealing requiring prior written clearance, executed within two Business Days or the period specified.","(h) entering into any margin lending, derivative contract or other secured financial arrangement pursuant to which a charge is granted over the Rio Tinto Securities."
